Budget,Clicks,Conversions,Revenue_Generated,ROI,Subscription_Tier,Subscription_Length,Discount_Level,Units_Sold,Bundle_Price,Customer_Satisfaction_Post_Refund,Common_Keywords,Budget_Category,ROI_Category,Subscription_Length_Category,Discount_Category,Satisfaction_Category
2079.9,3313,12,47608.28,4.37,Standard,16,68,41,367.67,4,Affordable,Low,Excellent,Medium,Very High,High
34331.51,479,753,3666.83,2.4,Premium,28,12,158,87.87,4,Innovative,High,Average,Very Long,Low,High
49334.77,33,566,38664.98,2.46,Premium,17,39,193,54.92,2,Stylish,Very High,Average,Medium,Medium,Low
7652.21,4166,163,61233.96,4.94,Standard,18,19,136,276.35,4,Durable,Low,Excellent,Medium,Low,High
23052.62,3859,330,74744.63,3.96,Standard,4,66,122,55.2,1,Durable,Medium,Excellent,Short,Very High,Low
23701.09,1781,479,70841.75,1.91,Premium,9,14,20,94.51,3,Durable,Medium,Average,Short,Low,Medium
37452.17,2006,381,95573.58,1.45,Standard,25,64,52,471.11,3,Stylish,High,Poor,Long,Very High,Medium
31776.46,4341,399,56818.52,2.92,Standard,28,38,101,280.83,3,Stylish,High,Good,Very Long,Medium,Medium
4031.16,2230,580,48190.72,3.37,Standard,11,53,35,421.51,1,Durable,Low,Good,Medium,High,Low
31797.73,1078,677,46019.91,2.08,Standard,30,40,98,247.22,1,Stylish,High,Average,Very Long,High,Low
11258.02,864,754,85205.16,2.99,Premium,30,36,142,82.09,3,Durable,Low,Good,Very Long,Medium,Medium
33552.63,3422,505,99152.25,3.7,Basic,23,65,124,225.66,2,Affordable,High,Good,Long,Very High,Low
41533.6,1491,521,47413.44,3.37,Standard,7,29,184,258.78,3,Stylish,Very High,Good,Short,Medium,Medium
26927.95,1045,659,25269.31,0.62,Premium,24,47,158,409.2,1,Stylish,High,Poor,Long,High,Low
38608.33,3274,131,7478.58,1.26,Premium,34,60,174,238.54,1,Durable,Very High,Poor,Very Long,Very High,Low
16237.09,920,571,19864.05,2.09,Standard,28,49,91,93.11,3,Durable,Medium,Average,Very Long,High,Medium
5049.31,3644,544,82045.56,0.67,Basic,34,66,197,127.4,1,Innovative,Low,Poor,Very Long,Very High,Low
41319.78,3077,79,63829.08,2.16,Premium,12,49,180,337.22,1,Affordable,Very High,Average,Medium,High,Low
18536.95,1487,749,58814.75,1.12,Premium,30,51,43,298.51,4,Durable,Medium,Poor,Very Long,High,High
27934.69,3072,780,75067.04,1.31,Standard,1,21,48,250.8,3,Innovative,High,Poor,Short,Low,Medium
5894.44,786,905,63859.26,0.79,Standard,33,20,52,458.49,1,Innovative,Low,Poor,Very Long,Low,Low
43055.46,1961,614,70581.31,2.38,Standard,35,55,131,458.27,4,Innovative,Very High,Average,Very Long,Very High,High
16488.47,2230,722,68615.3,3.52,Premium,9,64,156,276.85,4,Durable,Medium,Good,Short,Very High,High
30020.71,4337,61,81539.18,4.54,Premium,18,27,142,280.39,3,Durable,High,Excellent,Medium,Medium,Medium
8559.95,2518,144,32149.71,2.34,Standard,8,32,82,389.08,2,Affordable,Low,Average,Short,Medium,Low
43523.79,4432,222,30094.05,4.51,Standard,29,61,63,481.01,1,Affordable,Very High,Excellent,Very Long,Very High,Low
14858.4,760,53,61755.68,3.31,Basic,5,10,1,169.12,1,Durable,Medium,Good,Short,Low,Low
21329.55,1990,634,60892.57,1.16,Basic,24,52,160,260.41,2,Stylish,Medium,Poor,Long,High,Low
24109.87,3021,213,98580.16,1.23,Premium,9,23,142,346.92,1,Durable,Medium,Poor,Short,Low,Low
10059.67,2733,863,17415.55,0.89,Standard,7,69,48,107.17,3,Affordable,Low,Poor,Short,Very High,Medium
31139.43,2234,490,40225.22,2.36,Basic,27,67,113,459.59,4,Stylish,High,Average,Long,Very High,High
12329.23,283,367,15025.73,4.77,Basic,31,20,95,158.69,4,Stylish,Low,Excellent,Very Long,Low,High
45437.13,1049,13,43777.55,1.8,Premium,7,47,170,95.78,2,Durable,Very High,Average,Short,High,Low
27118.8,2709,476,18474.52,3.82,Premium,28,18,83,178.73,1,Innovative,High,Good,Very Long,Low,Low
39598.35,2136,250,86802.3,2.13,Basic,7,53,190,93.91,3,Affordable,Very High,Average,Short,High,Medium
12993.45,2596,802,31101.46,4.91,Premium,29,25,3,263.13,4,Stylish,Medium,Excellent,Very Long,Medium,High
9091.62,4282,342,90729.54,3.82,Premium,18,67,40,205.17,1,Innovative,Low,Good,Medium,Very High,Low
41330.68,2283,623,83563.27,3.62,Standard,23,53,58,325.64,4,Stylish,Very High,Good,Long,High,High
49909.17,3363,640,26346.65,2.53,Basic,21,63,157,439.11,4,Innovative,Very High,Average,Long,Very High,High
45031.22,3516,630,16562.79,3.32,Basic,22,45,141,172.63,2,Durable,Very High,Good,Long,High,Low
19333.89,1075,366,30077.63,4.0,Basic,5,37,141,67.8,2,Affordable,Medium,Excellent,Short,Medium,Low
22034.94,748,644,18173.6,3.89,Standard,3,43,57,484.98,3,Innovative,Medium,Good,Short,High,Medium
38952.62,3941,547,95521.11,4.12,Basic,1,52,72,277.86,1,Durable,Very High,Excellent,Short,High,Low
23330.72,3118,823,85218.24,3.9,Standard,13,52,141,351.37,1,Innovative,Medium,Excellent,Medium,High,Low
39021.05,1140,572,31846.22,4.31,Basic,6,66,192,268.13,4,Stylish,Very High,Excellent,Short,Very High,High
28521.0,3979,108,58976.47,2.22,Standard,28,13,25,289.05,1,Affordable,High,Average,Very Long,Low,Low
2940.7,1699,86,9409.17,1.92,Basic,26,51,115,185.91,3,Durable,Low,Average,Long,High,Medium
34218.67,1601,732,31476.15,2.49,Basic,19,22,14,230.82,2,Innovative,High,Average,Long,Low,Low
27858.98,1296,847,97193.27,3.25,Basic,9,13,50,452.94,2,Affordable,High,Good,Short,Low,Low
2169.07,3926,238,99816.67,4.6,Basic,4,34,158,402.84,2,Durable,Low,Excellent,Short,Medium,Low
27070.84,4660,52,65280.77,3.49,Standard,12,37,35,129.88,4,Innovative,High,Good,Medium,Medium,High
21267.59,4521,400,97236.09,4.53,Premium,13,54,158,348.61,2,Innovative,Medium,Excellent,Medium,High,Low
7633.06,4340,315,83608.61,3.14,Premium,16,58,100,258.73,3,Durable,Low,Good,Medium,Very High,Medium
26954.46,4077,985,41610.1,1.24,Standard,27,53,77,291.51,1,Stylish,High,Poor,Long,High,Low
17963.97,1527,774,10775.53,0.77,Basic,9,28,105,392.78,2,Stylish,Medium,Poor,Short,Medium,Low
23403.32,1020,258,17472.17,1.95,Premium,7,20,149,135.5,4,Stylish,Medium,Average,Short,Low,High
43017.65,1563,546,30247.73,1.91,Premium,27,27,24,387.2,2,Innovative,Very High,Average,Long,Medium,Low
33651.45,574,488,4957.21,1.72,Standard,5,42,138,303.96,4,Durable,High,Average,Short,High,High
29272.04,176,481,33774.35,3.98,Premium,8,20,12,256.84,3,Affordable,High,Excellent,Short,Low,Medium
44487.81,3047,264,59569.07,2.33,Standard,31,14,127,226.55,2,Durable,Very High,Average,Very Long,Low,Low
19556.27,4961,202,98764.51,3.53,Premium,22,11,177,141.5,1,Affordable,Medium,Good,Long,Low,Low
47917.46,1702,482,10646.08,3.81,Standard,3,61,21,260.72,2,Stylish,Very High,Good,Short,Very High,Low
23312.01,3980,373,80034.49,4.37,Premium,28,32,139,308.11,4,Affordable,Medium,Excellent,Very Long,Medium,High
29525.21,4313,941,44037.0,3.03,Standard,13,28,196,227.93,4,Innovative,High,Good,Medium,Medium,High
11355.54,2792,222,50974.87,4.58,Basic,5,42,191,79.13,4,Durable,Low,Excellent,Short,High,High
36801.42,3741,181,92044.13,1.72,Basic,12,64,113,184.03,2,Durable,High,Average,Medium,Very High,Low
15153.77,1646,637,39558.08,2.9,Basic,16,60,126,237.7,3,Durable,Medium,Good,Medium,Very High,Medium
22973.55,4373,688,9824.79,4.95,Premium,19,49,93,483.08,3,Stylish,Medium,Excellent,Long,High,Medium
39550.57,3151,377,82862.8,1.89,Standard,5,36,50,101.72,1,Innovative,Very High,Average,Short,Medium,Low
11535.37,3386,706,91600.2,4.6,Premium,32,66,65,175.47,1,Stylish,Low,Excellent,Very Long,Very High,Low
27735.37,3046,908,82222.27,3.47,Premium,11,41,109,420.85,2,Stylish,High,Good,Medium,High,Low
32003.96,2047,849,13593.28,3.75,Standard,33,69,4,162.73,2,Affordable,High,Good,Very Long,Very High,Low
34672.2,2734,112,85787.91,4.53,Basic,8,40,198,339.25,4,Stylish,High,Excellent,Short,High,High
33223.77,1726,649,68459.11,3.98,Standard,18,29,130,443.07,3,Affordable,High,Excellent,Medium,Medium,Medium
23241.78,4921,785,94914.72,2.46,Basic,3,67,63,125.78,4,Stylish,Medium,Average,Short,Very High,High
44229.07,1908,532,6931.97,2.94,Basic,3,39,31,212.13,1,Innovative,Very High,Good,Short,Medium,Low
32239.66,2400,444,53467.78,1.32,Premium,10,20,183,288.3,3,Durable,High,Poor,Medium,Low,Medium
4026.66,3364,582,83822.72,0.75,Standard,25,19,119,93.02,2,Affordable,Low,Poor,Long,Low,Low
4192.67,3732,356,42071.61,2.14,Basic,35,68,2,342.74,3,Innovative,Low,Average,Very Long,Very High,Medium
27623.09,2950,135,36747.37,4.82,Basic,29,66,30,125.72,1,Durable,High,Excellent,Very Long,Very High,Low
22338.01,2013,617,53277.46,0.61,Standard,22,40,180,215.44,2,Stylish,Medium,Poor,Long,High,Low
12852.23,318,445,56643.36,1.03,Standard,28,45,135,207.85,2,Affordable,Medium,Poor,Very Long,High,Low
23731.92,1206,550,61079.1,1.7,Standard,6,68,141,350.68,4,Durable,Medium,Average,Short,Very High,High
26689.72,3815,887,74332.77,3.97,Premium,2,69,123,102.88,3,Stylish,High,Excellent,Short,Very High,Medium
22633.62,4889,60,72465.61,1.97,Basic,32,26,146,215.42,3,Stylish,Medium,Average,Very Long,Medium,Medium
28975.1,3253,637,43110.51,1.85,Premium,6,64,193,486.42,4,Affordable,High,Average,Short,Very High,High
21016.12,1312,571,36833.94,3.83,Standard,29,29,57,436.43,2,Stylish,Medium,Good,Very Long,Medium,Low
49213.0,3414,630,84631.27,4.61,Standard,35,47,70,340.72,4,Durable,Very High,Excellent,Very Long,High,High
40337.97,1976,155,56072.78,3.67,Premium,9,62,11,386.94,2,Stylish,Very High,Good,Short,Very High,Low
40056.04,3205,441,8178.44,0.57,Premium,3,62,180,397.95,1,Affordable,Very High,Poor,Short,Very High,Low
15577.63,1061,376,70905.23,1.63,Basic,21,23,95,204.17,3,Innovative,Medium,Poor,Long,Low,Medium
49953.23,3186,45,36433.75,2.42,Basic,18,14,71,214.35,2,Affordable,Very High,Average,Medium,Low,Low
41189.28,3508,106,15736.83,4.07,Premium,26,67,69,331.93,3,Affordable,Very High,Excellent,Long,Very High,Medium
38593.31,2774,266,83405.72,2.76,Standard,31,49,124,370.13,3,Stylish,Very High,Good,Very Long,High,Medium
39714.86,1895,586,36404.11,4.72,Premium,27,13,179,269.92,4,Durable,Very High,Excellent,Long,Low,High
30647.75,1324,657,2089.89,1.63,Premium,19,56,103,467.32,3,Innovative,High,Poor,Long,Very High,Medium
23970.31,4021,774,91233.47,0.85,Standard,19,37,103,282.33,2,Innovative,Medium,Poor,Long,Medium,Low
48200.0,2183,795,83948.41,2.63,Basic,12,35,114,128.15,3,Innovative,Very High,Average,Medium,Medium,Medium
27547.95,4657,192,53977.62,4.83,Standard,33,29,97,276.63,4,Durable,High,Excellent,Very Long,Medium,High
42528.18,2022,485,86137.42,4.88,Standard,34,60,151,62.76,2,Innovative,Very High,Excellent,Very Long,Very High,Low
11520.95,3271,390,71696.14,0.97,Standard,13,26,117,134.56,3,Innovative,Low,Poor,Medium,Medium,Medium
8156.75,2381,54,16379.54,2.2,Premium,20,36,44,187.34,4,Affordable,Low,Average,Long,Medium,High
9523.9,2856,206,92972.12,0.75,Basic,25,42,119,211.3,1,Durable,Low,Poor,Long,High,Low
27668.55,384,120,16888.07,2.23,Premium,12,48,145,200.01,1,Stylish,High,Average,Medium,High,Low
47212.86,4990,765,95412.9,4.57,Premium,4,37,112,391.07,3,Affordable,Very High,Excellent,Short,Medium,Medium
1005.44,4192,915,67738.86,4.29,Premium,20,42,110,93.15,4,Innovative,Low,Excellent,Long,High,High
41840.8,3434,369,64215.91,2.61,Premium,16,43,69,137.77,1,Affordable,Very High,Average,Medium,High,Low
3861.42,4447,612,45742.17,0.66,Standard,25,37,106,335.56,3,Affordable,Low,Poor,Long,Medium,Medium
24022.5,2916,311,5417.31,3.74,Standard,15,18,62,292.28,4,Innovative,Medium,Good,Medium,Low,High
17471.6,1072,133,93680.09,3.06,Premium,14,13,8,317.21,2,Stylish,Medium,Good,Medium,Low,Low
46408.4,1319,388,32616.36,3.67,Premium,4,16,43,374.6,4,Affordable,Very High,Good,Short,Low,High
18929.78,778,762,34036.54,2.45,Standard,17,13,133,105.89,2,Durable,Medium,Average,Medium,Low,Low
35053.91,4841,42,43647.05,0.87,Basic,4,45,51,219.21,3,Innovative,High,Poor,Short,High,Medium
44406.72,2726,902,24029.43,0.6,Standard,23,65,120,163.9,2,Durable,Very High,Poor,Long,Very High,Low
15018.11,2026,85,25555.23,2.96,Basic,4,26,41,418.77,3,Innovative,Medium,Good,Short,Medium,Medium
34662.02,1775,750,39405.24,0.77,Premium,32,18,94,341.41,1,Affordable,High,Poor,Very Long,Low,Low
29728.69,1129,376,54499.17,0.85,Premium,29,51,61,347.06,1,Stylish,High,Poor,Very Long,High,Low
41318.83,791,872,91289.47,2.0,Basic,34,20,192,462.97,2,Innovative,Very High,Average,Very Long,Low,Low
18946.8,169,962,22172.64,2.16,Basic,22,44,116,485.76,3,Innovative,Medium,Average,Long,High,Medium
36125.04,3303,812,50743.43,3.7,Premium,18,58,132,154.37,4,Durable,High,Good,Medium,Very High,High
27207.39,3439,851,24042.25,4.68,Basic,1,31,95,259.65,2,Innovative,High,Excellent,Short,Medium,Low
12227.93,3104,660,62376.88,0.5,Standard,28,50,186,67.72,3,Affordable,Low,Poor,Very Long,High,Medium
49486.58,815,928,10907.31,2.31,Premium,4,43,123,294.11,3,Innovative,Very High,Average,Short,High,Medium
29468.27,4641,772,43398.22,2.86,Basic,15,38,36,189.29,1,Durable,High,Good,Medium,Medium,Low
26283.38,1684,652,30561.22,3.51,Basic,35,32,131,83.06,1,Affordable,High,Good,Very Long,Medium,Low
32693.54,3257,70,37819.12,3.96,Standard,25,61,66,173.83,4,Durable,High,Excellent,Long,Very High,High
2041.64,3870,269,53482.49,3.49,Standard,17,68,91,193.0,4,Affordable,Low,Good,Medium,Very High,High
1001.26,4504,604,22439.47,2.77,Premium,21,10,96,170.59,4,Affordable,Low,Good,Long,Low,High
37874.34,4840,581,69363.59,1.51,Basic,22,60,138,90.22,2,Stylish,High,Poor,Long,Very High,Low
47562.17,78,706,87064.71,0.67,Basic,16,13,151,270.81,1,Stylish,Very High,Poor,Medium,Low,Low
22145.81,837,745,70834.87,2.79,Premium,27,67,149,381.74,1,Innovative,Medium,Good,Long,Very High,Low
8140.33,104,548,14194.9,3.64,Basic,6,18,90,123.81,2,Affordable,Low,Good,Short,Low,Low
9232.98,742,276,6626.86,1.31,Basic,14,45,76,439.76,1,Affordable,Low,Poor,Medium,High,Low
12339.95,4673,230,61839.39,3.52,Standard,32,61,105,221.99,3,Affordable,Low,Good,Very Long,Very High,Medium
16310.29,1225,972,76039.17,1.73,Premium,2,14,58,371.31,2,Durable,Medium,Average,Short,Low,Low
3705.1,4390,881,18024.7,2.98,Basic,34,24,21,96.02,4,Innovative,Low,Good,Very Long,Low,High
4521.3,4428,64,62681.53,3.44,Premium,7,53,195,80.28,1,Affordable,Low,Good,Short,High,Low
38837.05,386,960,51644.69,3.91,Premium,25,32,133,154.55,4,Innovative,Very High,Excellent,Long,Medium,High
17888.31,3198,440,30309.34,1.08,Standard,2,49,117,486.98,2,Innovative,Medium,Poor,Short,High,Low
40744.49,3645,860,66406.22,1.0,Premium,30,21,170,364.19,2,Innovative,Very High,Poor,Very Long,Low,Low
44646.32,3401,890,24553.64,3.08,Standard,3,34,114,182.23,4,Innovative,Very High,Good,Short,Medium,High
22926.56,1101,563,65720.73,4.13,Basic,14,25,152,219.85,1,Durable,Medium,Excellent,Medium,Medium,Low
13946.85,4035,360,49005.5,0.89,Premium,18,46,175,120.68,1,Affordable,Medium,Poor,Medium,High,Low
38113.17,65,537,73680.71,3.34,Premium,34,25,153,187.12,4,Innovative,Very High,Good,Very Long,Medium,High
34099.08,4305,220,55368.03,1.43,Premium,6,22,155,111.11,1,Durable,High,Poor,Short,Low,Low
35815.25,4539,420,48141.9,3.72,Basic,14,60,126,457.33,4,Affordable,High,Good,Medium,Very High,High
2274.79,2932,822,27480.9,0.76,Basic,1,64,197,341.15,4,Affordable,Low,Poor,Short,Very High,High
10500.42,1691,373,29976.79,0.81,Premium,5,44,71,486.81,2,Stylish,Low,Poor,Short,High,Low
49383.63,1328,29,64971.37,3.64,Premium,2,47,51,486.53,3,Innovative,Very High,Good,Short,High,Medium
6433.48,652,54,60808.53,4.67,Premium,16,18,39,490.56,1,Stylish,Low,Excellent,Medium,Low,Low
36924.0,1028,60,21555.35,1.42,Premium,9,22,139,222.23,4,Innovative,High,Poor,Short,Low,High
14993.54,4636,101,40115.07,3.29,Basic,35,41,153,242.48,4,Affordable,Medium,Good,Very Long,High,High
31657.93,738,230,68735.06,3.86,Standard,3,51,18,205.92,3,Stylish,High,Good,Short,High,Medium
32819.32,4723,951,86246.55,1.66,Standard,26,38,164,420.35,3,Durable,High,Average,Long,Medium,Medium
42481.91,2184,776,12716.97,1.67,Standard,22,27,161,146.5,1,Durable,Very High,Average,Long,Medium,Low
11322.74,3299,413,99339.28,3.57,Standard,2,61,48,453.71,4,Innovative,Low,Good,Short,Very High,High
12424.63,2638,276,55019.59,2.73,Basic,27,69,17,184.27,4,Affordable,Low,Average,Long,Very High,High
30248.91,4700,599,8382.13,1.4,Premium,33,52,49,359.04,3,Stylish,High,Poor,Very Long,High,Medium
3902.6,1203,768,19864.43,3.7,Standard,29,65,90,378.19,4,Innovative,Low,Good,Very Long,Very High,High
27255.19,1574,929,17958.39,2.42,Basic,14,20,164,399.51,4,Stylish,High,Average,Medium,Low,High
22504.09,4340,416,12269.76,0.73,Standard,6,16,153,58.71,4,Affordable,Medium,Poor,Short,Low,High
29682.5,1323,374,17989.71,2.3,Basic,2,47,133,301.4,3,Stylish,High,Average,Short,High,Medium
6041.93,1558,782,73540.27,2.31,Premium,7,46,50,131.06,4,Stylish,Low,Average,Short,High,High
12511.76,751,364,52742.02,3.98,Premium,33,58,188,127.8,4,Stylish,Low,Excellent,Very Long,Very High,High
44837.7,2888,454,16594.84,1.79,Premium,33,10,3,444.23,2,Affordable,Very High,Average,Very Long,Low,Low
10261.75,921,42,89465.78,3.71,Basic,15,41,64,406.66,4,Stylish,Low,Good,Medium,High,High
20716.09,1962,133,9055.68,2.67,Basic,29,50,167,305.41,2,Affordable,Medium,Average,Very Long,High,Low
37125.66,137,329,6358.54,2.48,Premium,4,63,189,70.26,2,Innovative,High,Average,Short,Very High,Low
18437.96,2817,788,43298.7,0.77,Premium,33,16,175,381.04,2,Durable,Medium,Poor,Very Long,Low,Low
23290.43,4662,68,31976.48,3.44,Basic,11,11,44,310.64,1,Stylish,Medium,Good,Medium,Low,Low
7932.84,4519,420,31630.42,3.87,Basic,12,17,95,391.27,3,Durable,Low,Good,Medium,Low,Medium
29582.39,912,430,65173.4,4.18,Premium,14,53,78,358.91,3,Innovative,High,Excellent,Medium,High,Medium
29461.53,3180,246,49882.89,1.89,Premium,3,27,109,145.69,4,Stylish,High,Average,Short,Medium,High
5541.8,3932,350,45298.6,4.48,Basic,29,40,39,218.9,3,Affordable,Low,Excellent,Very Long,High,Medium
8082.51,1496,307,41440.49,3.44,Standard,17,31,20,342.32,3,Durable,Low,Good,Medium,Medium,Medium
9103.93,2768,125,33876.07,0.8,Standard,33,32,130,365.36,4,Stylish,Low,Poor,Very Long,Medium,High
1924.42,2034,887,27198.15,2.19,Basic,32,17,66,457.64,3,Durable,Low,Average,Very Long,Low,Medium
27727.19,1891,102,40915.42,3.51,Standard,12,46,135,245.43,2,Durable,High,Good,Medium,High,Low
22211.54,2171,523,20382.68,2.22,Standard,13,34,37,190.17,4,Affordable,Medium,Average,Medium,Medium,High
14946.78,2807,700,40667.86,1.76,Premium,5,59,164,255.27,1,Affordable,Medium,Average,Short,Very High,Low
8063.41,4753,491,60101.34,3.06,Standard,15,32,75,208.65,2,Affordable,Low,Good,Medium,Medium,Low
39310.28,4168,426,27125.56,1.89,Premium,31,56,149,494.94,3,Durable,Very High,Average,Very Long,Very High,Medium
48629.04,1413,312,4249.75,4.33,Standard,18,46,141,441.63,2,Durable,Very High,Excellent,Medium,High,Low
17646.32,327,195,92086.37,1.34,Standard,31,19,128,60.99,1,Innovative,Medium,Poor,Very Long,Low,Low
28747.87,1278,124,35367.12,3.31,Basic,14,45,189,96.34,4,Innovative,High,Good,Medium,High,High
14340.0,936,237,53899.81,2.62,Premium,24,14,41,52.1,3,Stylish,Medium,Average,Long,Low,Medium
10061.55,3643,286,8903.32,3.67,Premium,7,18,123,70.6,3,Stylish,Low,Good,Short,Low,Medium
10191.64,1935,673,2512.65,4.47,Premium,1,41,146,262.84,4,Durable,Low,Excellent,Short,High,High
1777.92,3790,922,10397.42,3.96,Standard,5,12,163,237.55,4,Durable,Low,Excellent,Short,Low,High
47271.15,4594,991,30695.49,4.39,Standard,15,68,103,277.9,1,Durable,Very High,Excellent,Medium,Very High,Low
27276.97,1476,518,26675.38,2.6,Premium,34,55,37,50.57,4,Innovative,High,Average,Very Long,Very High,High
48307.44,3016,572,67426.07,0.67,Premium,22,28,12,109.35,2,Durable,Very High,Poor,Long,Medium,Low
17104.18,4744,328,65262.66,3.05,Standard,12,11,197,188.83,1,Affordable,Medium,Good,Medium,Low,Low
25652.38,611,63,33675.82,2.8,Basic,1,54,55,388.71,3,Innovative,High,Good,Short,High,Medium
19691.22,399,243,24357.65,2.58,Standard,27,15,100,314.54,3,Durable,Medium,Average,Long,Low,Medium
5083.91,1256,365,18938.83,0.65,Standard,5,45,119,396.6,2,Innovative,Low,Poor,Short,High,Low
45468.9,4591,521,4536.18,2.69,Standard,13,42,127,346.16,2,Affordable,Very High,Average,Medium,High,Low
49107.51,103,570,41340.11,1.68,Basic,15,13,139,268.08,2,Affordable,Very High,Average,Medium,Low,Low
2713.67,1414,793,77980.95,1.85,Basic,18,48,116,60.0,3,Stylish,Low,Average,Medium,High,Medium
39702.16,4540,260,73233.9,1.03,Standard,13,29,84,376.75,4,Affordable,Very High,Poor,Medium,Medium,High
11412.31,215,833,75233.47,3.35,Basic,12,49,102,176.31,1,Durable,Low,Good,Medium,High,Low
33515.1,684,187,8540.82,2.44,Standard,28,68,170,274.06,1,Durable,High,Average,Very Long,Very High,Low
31164.75,2172,88,87042.17,2.73,Basic,5,25,64,197.84,2,Innovative,High,Average,Short,Medium,Low
28111.06,88,38,15160.68,3.0,Standard,2,39,183,57.33,1,Stylish,High,Good,Short,Medium,Low
43201.33,4502,436,9906.55,0.53,Basic,9,36,99,418.91,3,Innovative,Very High,Poor,Short,Medium,Medium
23162.07,2861,210,63429.78,2.3,Premium,4,19,156,436.94,4,Stylish,Medium,Average,Short,Low,High
38358.03,84,965,66801.27,4.85,Standard,23,40,68,95.27,4,Affordable,Very High,Excellent,Long,High,High
7738.21,3624,476,53264.36,2.54,Premium,17,50,128,330.5,3,Innovative,Low,Average,Medium,High,Medium
24093.93,4627,190,8514.63,0.77,Basic,16,42,188,209.16,4,Innovative,Medium,Poor,Medium,High,High
12906.11,23,764,35631.66,1.5,Premium,32,48,143,268.33,4,Affordable,Medium,Poor,Very Long,High,High
683.14,340,330,84006.34,4.04,Basic,9,62,115,454.26,2,Affordable,Low,Excellent,Short,Very High,Low
42664.0,2881,563,43958.76,4.45,Standard,31,18,65,265.39,3,Innovative,Very High,Excellent,Very Long,Low,Medium
38375.99,2951,147,61194.72,4.37,Basic,14,20,135,401.75,2,Durable,Very High,Excellent,Medium,Low,Low
3196.11,3679,844,52724.54,3.07,Basic,5,25,71,429.71,3,Stylish,Low,Good,Short,Medium,Medium
46192.51,1283,97,97901.93,2.23,Basic,16,46,16,107.47,2,Stylish,Very High,Average,Medium,High,Low
5767.25,877,360,98230.78,2.73,Standard,1,39,2,105.89,2,Stylish,Low,Average,Short,Medium,Low
17150.96,2932,158,10061.01,2.64,Basic,28,46,185,255.2,3,Stylish,Medium,Average,Very Long,High,Medium
47407.99,4646,952,29997.19,3.89,Premium,32,40,120,278.18,4,Affordable,Very High,Good,Very Long,High,High
41146.95,4166,428,52738.09,1.0,Standard,19,26,52,437.85,4,Stylish,Very High,Poor,Long,Medium,High
46365.86,546,638,23220.68,4.68,Standard,30,17,180,205.81,2,Durable,Very High,Excellent,Very Long,Low,Low
40686.05,2840,748,79012.35,1.95,Premium,1,51,151,81.96,4,Stylish,Very High,Average,Short,High,High
30986.19,952,558,47704.13,4.94,Premium,10,22,38,307.44,4,Stylish,High,Excellent,Medium,Low,High
20042.69,3711,506,63319.9,3.96,Basic,13,39,102,165.61,2,Innovative,Medium,Excellent,Medium,Medium,Low
35514.52,3135,327,78562.8,2.36,Premium,4,39,169,211.36,4,Affordable,High,Average,Short,Medium,High
18183.17,1348,724,41725.7,2.71,Basic,17,69,159,286.93,1,Stylish,Medium,Average,Medium,Very High,Low
25927.28,4091,216,56939.87,3.71,Basic,16,25,174,474.25,2,Innovative,High,Good,Medium,Medium,Low
7162.24,4911,340,81052.88,4.73,Premium,31,61,164,312.97,2,Innovative,Low,Excellent,Very Long,Very High,Low
23718.44,4738,466,76137.2,4.69,Premium,32,65,119,331.99,2,Affordable,Medium,Excellent,Very Long,Very High,Low
48805.15,3514,1,49368.95,3.84,Standard,21,65,16,219.56,2,Durable,Very High,Good,Long,Very High,Low
23719.74,3983,521,66603.77,4.22,Basic,1,55,21,487.08,3,Stylish,Medium,Excellent,Short,Very High,Medium
41027.2,4871,951,36579.46,2.33,Premium,9,40,25,143.91,2,Stylish,Very High,Average,Short,High,Low
5952.52,954,565,92225.04,3.71,Basic,12,53,83,98.43,3,Durable,Low,Good,Medium,High,Medium
36530.61,505,743,58608.77,1.14,Premium,17,67,176,58.5,2,Stylish,High,Poor,Medium,Very High,Low
11148.82,1204,730,84961.27,2.28,Basic,30,44,30,381.41,4,Affordable,Low,Average,Very Long,High,High
41641.07,91,291,44804.59,2.93,Basic,31,18,126,68.95,2,Innovative,Very High,Good,Very Long,Low,Low
35049.83,900,272,80790.13,0.89,Standard,18,55,67,80.14,3,Affordable,High,Poor,Medium,Very High,Medium
45050.71,365,945,34184.39,3.75,Standard,27,42,135,55.19,1,Stylish,Very High,Good,Long,High,Low
8090.91,3412,803,22879.53,1.97,Standard,18,46,34,422.31,3,Innovative,Low,Average,Medium,High,Medium
22125.92,3166,392,16894.56,2.02,Standard,6,33,140,312.45,1,Affordable,Medium,Average,Short,Medium,Low
14727.96,3795,217,88087.93,2.18,Basic,4,54,126,395.04,3,Durable,Medium,Average,Short,High,Medium
27449.38,464,917,84337.86,3.03,Basic,28,33,149,119.83,2,Durable,High,Good,Very Long,Medium,Low
48099.9,1398,846,42801.71,3.65,Standard,33,46,11,59.92,1,Durable,Very High,Good,Very Long,High,Low
6702.28,4193,694,36561.54,3.06,Premium,11,57,121,190.22,1,Affordable,Low,Good,Medium,Very High,Low
3861.64,2869,259,50491.97,2.24,Premium,15,14,172,337.48,2,Innovative,Low,Average,Medium,Low,Low
38355.05,3430,544,3097.14,4.35,Standard,31,10,17,201.81,3,Affordable,Very High,Excellent,Very Long,Low,Medium
12076.33,3492,407,91594.01,3.79,Standard,33,23,192,246.04,1,Affordable,Low,Good,Very Long,Low,Low
